"Campaign_ID";"Campaign_Goal";"Duration";"Channel_Used";"Conversion_Rate";"CPA";"ROI";"Location";"Clicks";"Impressions";"Engagement_Score";"Date";"Company";"Gender";"Age_Range";"CTR"
261001;"Brand Awareness";"15 Days";"Twitter";0.13;500.0;2.45;"Miami";789;3856;1;"2022-09-08";"Cozy Corners";"Female";"18-24";20.46
247080;"Market Expansion";"15 Days";"Twitter";0.06;500.0;0.7;"New York";789;3858;1;"2022-07-05";"Cozy Corners";"Both";"All ages";20.45
310383;"Product Launch";"15 Days";"Twitter";0.09;500.0;2.47;"Austin";790;3859;6;"2022-10-01";"Cozy Corners";"Female";"45-60";20.47
436190;"Brand Awareness";"15 Days";"Pinterest";0.04;500.0;0.48;"Miami";473;2523;1;"2022-05-07";"Cozy Corners";"Male";"45-60";18.75
947678;"Product Launch";"15 Days";"Facebook";0.1;500.0;7.17;"Los Angeles";812;3925;2;"2022-04-27";"Cozy Corners";"Female";"35-44";20.69
499536;"Product Launch";"15 Days";"Instagram";0.11;500.0;4.17;"New York";828;3973;7;"2022-10-09";"Cozy Corners";"Male";"18-24";20.84
196048;"Brand Awareness";"15 Days";"Twitter";0.07;500.0;1.22;"Miami";830;3979;1;"2022-11-13";"Cozy Corners";"Both";"All ages";20.86
766821;"Brand Awareness";"15 Days";"Twitter";0.01;500.0;2.73;"Miami";832;3983;10;"2022-11-18";"Cozy Corners";"Male";"18-24";20.89
138206;"Product Launch";"15 Days";"Facebook";0.07;500.0;7.5;"Miami";838;4003;5;"2022-06-17";"Cozy Corners";"Male";"35-44";20.93
987069;"Brand Awareness";"15 Days";"Pinterest";0.08;500.0;1.23;"Miami";493;2587;1;"2022-10-11";"Cozy Corners";"Female";"18-24";19.06
612472;"Market Expansion";"15 Days";"Instagram";0.07;500.0;3.92;"Miami";851;4041;7;"2022-04-23";"Cozy Corners";"Female";"18-24";21.06
215913;"Product Launch";"15 Days";"Pinterest";0.09;500.0;0.6;"Austin";502;2618;1;"2022-08-05";"Cozy Corners";"Male";"35-44";19.17
974512;"Market Expansion";"15 Days";"Twitter";0.12;500.0;7.5;"Las Vegas";859;4063;4;"2022-07-20";"Cozy Corners";"Female";"35-44";21.14
316341;"Product Launch";"15 Days";"Facebook";0.1;500.0;7.79;"Miami";881;4130;3;"2022-05-11";"Cozy Corners";"Male";"35-44";21.33
353190;"Brand Awareness";"15 Days";"Pinterest";0.13;500.0;0.58;"Miami";518;2667;1;"2022-10-28";"Cozy Corners";"Female";"45-60";19.42
106372;"Product Launch";"15 Days";"Instagram";0.06;500.0;3.46;"New York";882;4133;4;"2022-10-12";"Cozy Corners";"Male";"18-24";21.34
466451;"Increase Sales";"15 Days";"Pinterest";0.13;500.0;0.92;"New York";520;2678;1;"2022-05-14";"Cozy Corners";"Male";"25-34";19.42
940210;"Increase Sales";"15 Days";"Instagram";0.13;500.0;6.35;"Miami";892;4161;5;"2022-12-03";"Cozy Corners";"Male";"35-44";21.44
915459;"Product Launch";"15 Days";"Facebook";0.11;500.0;3.94;"New York";894;4169;6;"2022-07-16";"Cozy Corners";"Male";"18-24";21.44
187215;"Market Expansion";"15 Days";"Twitter";0.06;500.0;5.81;"Miami";902;4193;6;"2022-09-08";"Cozy Corners";"Male";"45-60";21.51
622927;"Increase Sales";"15 Days";"Instagram";0.08;500.0;3.49;"Austin";904;4197;5;"2022-11-19";"Cozy Corners";"Female";"18-24";21.54
900981;"Brand Awareness";"15 Days";"Pinterest";0.09;500.0;0.88;"Los Angeles";531;2712;1;"2022-01-24";"Cozy Corners";"Female";"18-24";19.58
744536;"Product Launch";"15 Days";"Instagram";0.11;500.0;6.24;"Miami";906;4204;4;"2022-02-18";"Cozy Corners";"Male";"18-24";21.55
718264;"Product Launch";"15 Days";"Facebook";0.04;500.0;3.0;"Austin";908;4209;8;"2022-05-28";"Cozy Corners";"Male";"35-44";21.57
400675;"Increase Sales";"15 Days";"Facebook";0.09;500.0;7.64;"New York";917;4235;10;"2022-02-19";"Cozy Corners";"Female";"35-44";21.65
371147;"Increase Sales";"15 Days";"Facebook";0.12;500.0;3.72;"Austin";933;4283;7;"2022-04-15";"Cozy Corners";"Male";"18-24";21.78
406882;"Increase Sales";"15 Days";"Pinterest";0.07;500.0;0.12;"Las Vegas";550;2775;1;"2022-02-24";"Cozy Corners";"Female";"35-44";19.82
947162;"Brand Awareness";"15 Days";"Instagram";0.11;500.0;1.3;"New York";940;4304;8;"2022-04-05";"Cozy Corners";"Female";"35-44";21.84
640211;"Brand Awareness";"15 Days";"Facebook";0.03;500.0;1.95;"New York";945;4320;9;"2022-02-25";"Cozy Corners";"Both";"All ages";21.88
102692;"Market Expansion";"15 Days";"Twitter";0.14;500.0;4.7;"Miami";948;4329;10;"2022-02-06";"Cozy Corners";"Female";"25-34";21.9
206987;"Increase Sales";"15 Days";"Instagram";0.07;500.0;6.93;"Las Vegas";956;4352;8;"2022-03-20";"Cozy Corners";"Both";"All ages";21.97
599799;"Brand Awareness";"15 Days";"Facebook";0.02;500.0;5.78;"Los Angeles";960;4365;2;"2022-12-16";"Cozy Corners";"Female";"25-34";21.99
885876;"Product Launch";"15 Days";"Instagram";0.14;500.0;5.79;"New York";967;4383;7;"2022-12-20";"Cozy Corners";"Male";"18-24";22.06
856698;"Brand Awareness";"15 Days";"Facebook";0.12;500.0;2.88;"Miami";974;4406;1;"2022-05-14";"Cozy Corners";"Male";"18-24";22.11
748436;"Product Launch";"15 Days";"Pinterest";0.1;500.0;0.95;"Los Angeles";575;2855;1;"2022-11-03";"Cozy Corners";"Female";"25-34";20.14
778590;"Brand Awareness";"15 Days";"Instagram";0.15;500.0;5.61;"Austin";987;4443;6;"2022-03-10";"Cozy Corners";"Male";"35-44";22.21
687781;"Market Expansion";"15 Days";"Pinterest";0.05;500.0;0.41;"Los Angeles";584;2886;1;"2022-03-05";"Cozy Corners";"Male";"45-60";20.24
671985;"Market Expansion";"15 Days";"Pinterest";0.04;500.0;0.44;"Austin";589;2901;1;"2022-02-08";"Cozy Corners";"Male";"18-24";20.3
369790;"Market Expansion";"15 Days";"Facebook";0.1;500.0;0.11;"New York";1006;4501;1;"2022-11-02";"Cozy Corners";"Male";"18-24";22.35
900667;"Product Launch";"15 Days";"Pinterest";0.04;500.0;0.66;"Los Angeles";596;2922;1;"2022-02-26";"Cozy Corners";"Both";"All ages";20.4
513270;"Increase Sales";"15 Days";"Pinterest";0.09;500.0;0.85;"Miami";603;2947;1;"2022-04-14";"Cozy Corners";"Female";"18-24";20.46
153285;"Brand Awareness";"15 Days";"Pinterest";0.14;500.0;0.08;"Austin";607;2958;1;"2022-10-21";"Cozy Corners";"Male";"35-44";20.52
451444;"Increase Sales";"15 Days";"Instagram";0.01;500.0;2.02;"New York";1036;4588;10;"2022-09-05";"Cozy Corners";"Male";"35-44";22.58
929735;"Increase Sales";"15 Days";"Instagram";0.05;500.0;2.98;"Austin";1036;4590;8;"2022-07-09";"Cozy Corners";"Female";"45-60";22.57
790437;"Increase Sales";"15 Days";"Twitter";0.15;500.0;2.32;"Los Angeles";1043;4609;4;"2022-04-30";"Cozy Corners";"Female";"35-44";22.63
891918;"Product Launch";"15 Days";"Twitter";0.13;500.0;6.38;"Las Vegas";1047;4620;6;"2022-06-21";"Cozy Corners";"Male";"18-24";22.66
931081;"Brand Awareness";"15 Days";"Facebook";0.12;500.0;4.49;"New York";1049;4628;9;"2022-04-11";"Cozy Corners";"Female";"35-44";22.67
318903;"Brand Awareness";"15 Days";"Twitter";0.05;500.0;2.53;"Los Angeles";1051;4634;9;"2022-06-29";"Cozy Corners";"Male";"18-24";22.68
830488;"Brand Awareness";"15 Days";"Facebook";0.07;500.0;5.42;"Miami";1062;4667;6;"2022-02-06";"Cozy Corners";"Female";"25-34";22.76
255089;"Brand Awareness";"15 Days";"Facebook";0.03;500.0;5.94;"Miami";1068;4682;5;"2022-06-10";"Cozy Corners";"Male";"18-24";22.81
832261;"Market Expansion";"15 Days";"Facebook";0.07;500.0;3.81;"New York";1069;4687;8;"2022-04-28";"Cozy Corners";"Female";"45-60";22.81
105783;"Increase Sales";"15 Days";"Twitter";0.13;500.0;4.59;"Austin";1077;4710;1;"2022-08-06";"Cozy Corners";"Male";"35-44";22.87
245183;"Increase Sales";"15 Days";"Twitter";0.07;500.0;7.61;"Austin";1081;4723;8;"2022-01-12";"Cozy Corners";"Male";"45-60";22.89
734743;"Market Expansion";"15 Days";"Facebook";0.07;500.0;5.91;"Miami";1092;4753;6;"2022-09-02";"Cozy Corners";"Both";"All ages";22.97
333162;"Product Launch";"15 Days";"Twitter";0.04;500.0;5.09;"Austin";1097;4768;8;"2022-11-26";"Cozy Corners";"Both";"All ages";23.01
585089;"Increase Sales";"15 Days";"Pinterest";0.14;500.0;0.27;"Los Angeles";647;3088;1;"2022-12-03";"Cozy Corners";"Female";"35-44";20.95
166561;"Increase Sales";"15 Days";"Pinterest";0.02;500.0;0.33;"Miami";652;3106;1;"2022-07-20";"Cozy Corners";"Female";"35-44";20.99
805783;"Product Launch";"15 Days";"Pinterest";0.09;500.0;0.53;"New York";675;3179;1;"2022-12-13";"Cozy Corners";"Female";"18-24";21.23
938726;"Market Expansion";"15 Days";"Twitter";0.06;500.0;3.46;"New York";1150;4925;5;"2022-09-19";"Cozy Corners";"Both";"All ages";23.35
440039;"Market Expansion";"15 Days";"Pinterest";0.02;500.0;1.14;"Los Angeles";678;3190;1;"2022-05-28";"Cozy Corners";"Male";"45-60";21.25
194769;"Brand Awareness";"15 Days";"Instagram";0.04;500.0;5.99;"Las Vegas";1157;4948;8;"2022-12-14";"Cozy Corners";"Female";"18-24";23.38
475042;"Product Launch";"15 Days";"Facebook";0.13;500.0;7.12;"Austin";1165;4970;9;"2022-05-12";"Cozy Corners";"Male";"35-44";23.44
675832;"Brand Awareness";"15 Days";"Pinterest";0.09;500.0;0.35;"Las Vegas";687;3218;1;"2022-06-09";"Cozy Corners";"Female";"35-44";21.35
239359;"Market Expansion";"15 Days";"Facebook";0.12;500.0;5.5;"Austin";1174;4998;9;"2022-03-19";"Cozy Corners";"Male";"25-34";23.49
884455;"Increase Sales";"15 Days";"Twitter";0.03;500.0;6.08;"Los Angeles";1176;5004;5;"2022-07-14";"Cozy Corners";"Female";"25-34";23.5
867448;"Market Expansion";"15 Days";"Instagram";0.08;500.0;6.79;"Las Vegas";1179;5013;10;"2022-04-13";"Cozy Corners";"Female";"25-34";23.52
806625;"Product Launch";"15 Days";"Instagram";0.05;500.0;2.95;"Las Vegas";1181;5019;3;"2022-09-20";"Cozy Corners";"Both";"All ages";23.53
430072;"Product Launch";"15 Days";"Facebook";0.12;500.0;2.0;"Austin";1181;5019;6;"2022-10-31";"Cozy Corners";"Female";"18-24";23.53
595330;"Product Launch";"15 Days";"Facebook";0.09;500.0;5.59;"Los Angeles";1184;5028;8;"2022-10-12";"Cozy Corners";"Male";"18-24";23.55
210570;"Product Launch";"15 Days";"Twitter";0.14;500.0;6.33;"Austin";1192;5051;2;"2022-06-06";"Cozy Corners";"Male";"45-60";23.6
913284;"Increase Sales";"15 Days";"Instagram";0.07;500.0;6.47;"Austin";1198;5069;1;"2022-01-09";"Cozy Corners";"Male";"18-24";23.63
608186;"Increase Sales";"15 Days";"Twitter";0.14;500.0;0.52;"Los Angeles";1199;5072;4;"2022-09-30";"Cozy Corners";"Male";"45-60";23.64
653143;"Product Launch";"15 Days";"Pinterest";0.1;500.0;0.84;"Austin";708;3287;1;"2022-06-14";"Cozy Corners";"Female";"18-24";21.54
924506;"Increase Sales";"15 Days";"Instagram";0.05;500.0;3.49;"New York";1209;5101;2;"2022-08-28";"Cozy Corners";"Male";"25-34";23.7
860479;"Market Expansion";"15 Days";"Twitter";0.12;500.0;1.72;"New York";1212;5110;5;"2022-06-12";"Cozy Corners";"Female";"45-60";23.72
625937;"Product Launch";"15 Days";"Instagram";0.06;500.0;6.83;"Los Angeles";1218;5128;9;"2022-03-25";"Cozy Corners";"Female";"18-24";23.75
382220;"Product Launch";"15 Days";"Instagram";0.01;500.0;1.66;"Austin";1221;5137;8;"2022-05-12";"Cozy Corners";"Male";"18-24";23.77
720630;"Brand Awareness";"15 Days";"Instagram";0.11;500.0;4.74;"New York";1223;5143;6;"2022-05-11";"Cozy Corners";"Female";"35-44";23.78
505408;"Brand Awareness";"15 Days";"Facebook";0.04;500.0;3.99;"New York";1234;5175;6;"2022-08-29";"Cozy Corners";"Both";"All ages";23.85
917864;"Brand Awareness";"15 Days";"Twitter";0.01;500.0;2.33;"Los Angeles";1237;5185;3;"2022-11-17";"Cozy Corners";"Male";"35-44";23.86
313362;"Market Expansion";"15 Days";"Pinterest";0.13;500.0;0.75;"New York";727;3348;1;"2022-01-15";"Cozy Corners";"Male";"45-60";21.71
569356;"Market Expansion";"15 Days";"Pinterest";0.05;500.0;0.9;"Miami";727;3350;1;"2022-07-28";"Cozy Corners";"Male";"25-34";21.7
918197;"Increase Sales";"15 Days";"Twitter";0.1;500.0;4.31;"Los Angeles";1246;5210;4;"2022-06-15";"Cozy Corners";"Male";"25-34";23.92
285849;"Increase Sales";"15 Days";"Facebook";0.15;500.0;6.33;"New York";1261;5255;9;"2022-03-25";"Cozy Corners";"Male";"35-44";24.0
257326;"Market Expansion";"15 Days";"Facebook";0.03;500.0;1.65;"Las Vegas";1261;5256;9;"2022-04-26";"Cozy Corners";"Female";"25-34";23.99
367500;"Market Expansion";"15 Days";"Instagram";0.1;500.0;0.21;"Miami";1262;5257;9;"2022-09-21";"Cozy Corners";"Male";"45-60";24.01
753424;"Brand Awareness";"15 Days";"Instagram";0.12;500.0;6.62;"Las Vegas";1270;5282;7;"2022-06-08";"Cozy Corners";"Female";"18-24";24.04
113417;"Brand Awareness";"15 Days";"Pinterest";0.02;500.0;0.44;"Miami";749;3421;1;"2022-05-10";"Cozy Corners";"Male";"45-60";21.89
595920;"Increase Sales";"15 Days";"Facebook";0.07;500.0;2.25;"Austin";1276;5299;7;"2022-03-11";"Cozy Corners";"Male";"45-60";24.08
191324;"Product Launch";"15 Days";"Twitter";0.1;500.0;2.21;"Miami";1280;5312;6;"2022-07-25";"Cozy Corners";"Female";"18-24";24.1
615275;"Product Launch";"15 Days";"Twitter";0.01;500.0;1.84;"New York";1301;5373;5;"2022-02-25";"Cozy Corners";"Female";"25-34";24.21
306962;"Product Launch";"15 Days";"Facebook";0.11;500.0;3.69;"Los Angeles";1306;5388;4;"2022-12-25";"Cozy Corners";"Both";"All ages";24.24
459672;"Product Launch";"15 Days";"Twitter";0.11;500.0;3.03;"Austin";1309;5396;10;"2022-12-14";"Cozy Corners";"Female";"45-60";24.26
901617;"Brand Awareness";"15 Days";"Instagram";0.09;500.0;4.28;"Miami";1318;5425;2;"2022-09-22";"Cozy Corners";"Male";"45-60";24.29
285635;"Brand Awareness";"15 Days";"Pinterest";0.09;500.0;1.17;"Los Angeles";774;3504;1;"2022-12-30";"Cozy Corners";"Female";"25-34";22.09
897062;"Product Launch";"15 Days";"Instagram";0.08;500.0;5.1;"Las Vegas";1326;5446;3;"2022-11-13";"Cozy Corners";"Female";"18-24";24.35
635345;"Market Expansion";"15 Days";"Instagram";0.07;500.0;2.97;"Miami";1340;5489;4;"2022-02-17";"Cozy Corners";"Male";"25-34";24.41
108882;"Increase Sales";"15 Days";"Facebook";0.12;500.0;7.46;"New York";1347;5510;3;"2022-05-24";"Cozy Corners";"Male";"45-60";24.45
662680;"Brand Awareness";"15 Days";"Facebook";0.08;500.0;2.31;"Miami";1354;5531;8;"2022-01-19";"Cozy Corners";"Both";"All ages";24.48
291775;"Increase Sales";"15 Days";"Twitter";0.02;500.0;2.42;"Austin";1355;5533;2;"2022-07-27";"Cozy Corners";"Female";"18-24";24.49
720612;"Market Expansion";"15 Days";"Twitter";0.08;500.0;2.9;"New York";1363;5557;1;"2022-11-30";"Cozy Corners";"Male";"18-24";24.53
678306;"Brand Awareness";"15 Days";"Twitter";0.01;500.0;0.73;"Las Vegas";1364;5559;4;"2022-07-18";"Cozy Corners";"Male";"45-60";24.54
185643;"Product Launch";"15 Days";"Facebook";0.14;500.0;6.58;"Las Vegas";1366;5567;7;"2022-05-01";"Cozy Corners";"Male";"45-60";24.54
684402;"Market Expansion";"15 Days";"Pinterest";0.11;500.0;1.3;"Las Vegas";811;3625;1;"2022-07-08";"Cozy Corners";"Female";"25-34";22.37
575428;"Market Expansion";"15 Days";"Facebook";0.04;500.0;6.02;"Los Angeles";1387;5627;3;"2022-04-12";"Cozy Corners";"Female";"25-34";24.65
158697;"Brand Awareness";"15 Days";"Facebook";0.11;500.0;3.13;"Las Vegas";1406;5683;4;"2022-12-06";"Cozy Corners";"Female";"25-34";24.74
563871;"Product Launch";"15 Days";"Instagram";0.02;500.0;0.55;"Miami";1416;5713;3;"2022-11-04";"Cozy Corners";"Male";"35-44";24.79
774776;"Product Launch";"15 Days";"Pinterest";0.05;500.0;1.31;"Miami";835;3700;1;"2022-09-17";"Cozy Corners";"Male";"45-60";22.57
925557;"Market Expansion";"15 Days";"Pinterest";0.09;500.0;1.08;"Miami";835;3703;1;"2022-11-01";"Cozy Corners";"Male";"35-44";22.55
273369;"Increase Sales";"15 Days";"Instagram";0.12;500.0;7.73;"Miami";1439;5781;5;"2022-02-06";"Cozy Corners";"Female";"18-24";24.89
497199;"Product Launch";"15 Days";"Pinterest";0.11;500.0;0.64;"New York";846;3738;1;"2022-06-02";"Cozy Corners";"Male";"35-44";22.63
196988;"Increase Sales";"15 Days";"Twitter";0.12;500.0;3.26;"Miami";1444;5799;7;"2022-09-05";"Cozy Corners";"Female";"45-60";24.9
442907;"Increase Sales";"15 Days";"Twitter";0.13;500.0;5.79;"Miami";1447;5807;7;"2022-05-14";"Cozy Corners";"Male";"45-60";24.92
293198;"Product Launch";"15 Days";"Twitter";0.13;500.0;1.4;"Miami";1463;5854;6;"2022-09-27";"Cozy Corners";"Male";"35-44";24.99
503318;"Market Expansion";"15 Days";"Twitter";0.1;500.0;2.03;"New York";1466;5861;6;"2022-04-02";"Cozy Corners";"Male";"45-60";25.01
861994;"Brand Awareness";"15 Days";"Pinterest";0.11;500.0;1.14;"Los Angeles";862;3787;1;"2022-08-30";"Cozy Corners";"Male";"18-24";22.76
226364;"Product Launch";"15 Days";"Pinterest";0.09;500.0;0.89;"New York";862;3789;1;"2022-04-02";"Cozy Corners";"Female";"45-60";22.75
625659;"Increase Sales";"15 Days";"Facebook";0.11;500.0;4.99;"Miami";1469;5871;10;"2022-11-25";"Cozy Corners";"Male";"18-24";25.02
194452;"Increase Sales";"15 Days";"Instagram";0.02;500.0;7.36;"Miami";1470;5875;4;"2022-11-22";"Cozy Corners";"Both";"All ages";25.02
871714;"Market Expansion";"15 Days";"Twitter";0.12;500.0;0.95;"New York";1485;5919;3;"2022-06-19";"Cozy Corners";"Female";"25-34";25.09
677297;"Market Expansion";"15 Days";"Facebook";0.07;500.0;2.21;"Los Angeles";1493;5941;10;"2022-02-15";"Cozy Corners";"Male";"35-44";25.13
145310;"Increase Sales";"15 Days";"Instagram";0.05;500.0;3.32;"Austin";1500;5964;6;"2022-07-11";"Cozy Corners";"Female";"18-24";25.15
580311;"Increase Sales";"15 Days";"Instagram";0.08;500.0;5.6;"Miami";1507;5984;5;"2022-10-05";"Cozy Corners";"Male";"18-24";25.18
897522;"Brand Awareness";"15 Days";"Pinterest";0.15;500.0;1.07;"Los Angeles";887;3870;1;"2022-10-05";"Cozy Corners";"Male";"35-44";22.92
735868;"Market Expansion";"15 Days";"Instagram";0.1;500.0;1.97;"Las Vegas";1513;6002;8;"2022-07-07";"Cozy Corners";"Male";"35-44";25.21
